model,uniprot,target_seen,tier,hit,tot,ef_tier
hypseek_rk,P19525,0,全新 <0.35,0,4,0.0000
hypseek_rk,P20648,0,远 0.35–0.5,0,54,0.0000
hypseek_rk,P20648,0,全新 <0.35,0,58,0.0000
hypseek_rk,P21917,0,远 0.35–0.5,1,19,5.2632
hypseek_rk,P21917,0,全新 <0.35,0,3,0.0000
hypseek_rk,P21917,0,近 0.5–0.7,5,19,26.3158
hypseek_rk,P21917,0,极近 ≥0.7,3,24,12.5000
hypseek_rk,P22001,0,全新 <0.35,0,261,0.0000
hypseek_rk,P22001,0,远 0.35–0.5,0,86,0.0000
hypseek_rk,P22001,0,近 0.5–0.7,0,4,0.0000
hypseek_rk,P25929,0,远 0.35–0.5,3,46,6.5217
hypseek_rk,P25929,0,全新 <0.35,12,45,26.6667
hypseek_rk,P25929,0,近 0.5–0.7,0,11,0.0000
hypseek_rk,P28223,0,近 0.5–0.7,105,255,41.1765
hypseek_rk,P28223,0,极近 ≥0.7,62,100,62.0000
hypseek_rk,P28223,0,全新 <0.35,13,119,10.9244
hypseek_rk,P28223,0,远 0.35–0.5,97,726,13.3609
hypseek_rk,P30990,0,近 0.5–0.7,0,12,0.0000
hypseek_rk,P30990,0,远 0.35–0.5,0,59,0.0000
hypseek_rk,P30990,0,全新 <0.35,0,5,0.0000
hypseek_rk,P34969,0,极近 ≥0.7,17,32,53.1250
hypseek_rk,P34969,0,近 0.5–0.7,7,50,14.0000
hypseek_rk,P34969,0,远 0.35–0.5,2,18,11.1111
hypseek_rk,P35462,0,极近 ≥0.7,5,22,22.7273
hypseek_rk,P35462,0,远 0.35–0.5,4,63,6.3492
hypseek_rk,P35462,0,近 0.5–0.7,8,20,40.0000
hypseek_rk,P35462,0,全新 <0.35,0,4,0.0000
hypseek_rk,P37840,0,远 0.35–0.5,0,23,0.0000
hypseek_rk,P37840,0,全新 <0.35,0,90,0.0000
hypseek_rk,P50052,1,远 0.35–0.5,0,116,0.0000
hypseek_rk,P50052,1,全新 <0.35,1,88,1.1364
hypseek_rk,P50052,1,近 0.5–0.7,1,7,14.2857
hypseek_rk,P50052,1,极近 ≥0.7,0,3,0.0000
hypseek_rk,P52429,0,远 0.35–0.5,0,81,0.0000
hypseek_rk,P54278,0,远 0.35–0.5,27,61,44.2623
hypseek_rk,P54278,0,近 0.5–0.7,6,9,66.6667
hypseek_rk,P54278,0,全新 <0.35,5,15,33.3333
hypseek_rk,P57059,0,远 0.35–0.5,7,38,18.4211
hypseek_rk,P57059,0,近 0.5–0.7,0,4,0.0000
hypseek_rk,P57059,0,极近 ≥0.7,0,35,0.0000
hypseek_rk,P57059,0,全新 <0.35,0,7,0.0000
hypseek_rk,Q08211,1,远 0.35–0.5,0,479,0.0000
hypseek_rk,Q08211,1,全新 <0.35,0,218,0.0000
hypseek_rk,Q08211,1,近 0.5–0.7,0,10,0.0000
hypseek_rk,Q08828,0,远 0.35–0.5,0,65,0.0000
hypseek_rk,Q10469,0,全新 <0.35,0,167,0.0000
hypseek_rk,Q10469,0,远 0.35–0.5,0,4,0.0000
hypseek_rk,Q13191,0,全新 <0.35,0,1129,0.0000
hypseek_rk,Q13191,0,远 0.35–0.5,0,101,0.0000
hypseek_rk,Q13233,0,近 0.5–0.7,0,23,0.0000
hypseek_rk,Q13233,0,远 0.35–0.5,4,25,16.0000
hypseek_rk,Q13233,0,极近 ≥0.7,1,8,12.5000
hypseek_rk,Q13574,0,远 0.35–0.5,0,19,0.0000
hypseek_rk,Q13574,0,全新 <0.35,3,557,0.5386
hypseek_rk,Q16739,0,全新 <0.35,0,40,0.0000
hypseek_rk,Q16739,0,远 0.35–0.5,114,267,42.6966
hypseek_rk,Q16832,1,近 0.5–0.7,38,49,77.5510
hypseek_rk,Q16832,1,全新 <0.35,0,78,0.0000
hypseek_rk,Q16832,1,远 0.35–0.5,34,189,17.9894
hypseek_rk,Q16832,1,极近 ≥0.7,6,10,60.0000
hypseek_rk,Q5JRX3,0,极近 ≥0.7,0,21,0.0000
hypseek_rk,Q5JRX3,0,近 0.5–0.7,0,19,0.0000
hypseek_rk,Q5JRX3,0,远 0.35–0.5,0,17,0.0000
hypseek_rk,Q6SZW1,0,近 0.5–0.7,1,51,1.9608
hypseek_rk,Q6SZW1,0,远 0.35–0.5,2,152,1.3158
hypseek_rk,Q6SZW1,0,全新 <0.35,0,39,0.0000
hypseek_rk,Q7Z3E1,0,远 0.35–0.5,18,197,9.1371
hypseek_rk,Q7Z3E1,0,近 0.5–0.7,82,272,30.1471
hypseek_rk,Q7Z3E1,0,极近 ≥0.7,1,20,5.0000
hypseek_rk,Q7Z3E1,0,全新 <0.35,3,85,3.5294
hypseek_rk,Q86SK9,0,远 0.35–0.5,0,44,0.0000
hypseek_rk,Q86SK9,0,近 0.5–0.7,0,4,0.0000
hypseek_rk,Q86SK9,0,全新 <0.35,0,6,0.0000
hypseek_rk,Q86UE8,0,近 0.5–0.7,6,56,10.7143
hypseek_rk,Q86UE8,0,极近 ≥0.7,2,9,22.2222
hypseek_rk,Q86UE8,0,远 0.35–0.5,0,3,0.0000
hypseek_rk,Q8N1C3,0,远 0.35–0.5,8,44,18.1818
hypseek_rk,Q8N1C3,0,全新 <0.35,21,154,13.6364
hypseek_rk,Q8N1C3,0,极近 ≥0.7,1,3,33.3333
hypseek_rk,Q8WYB5,0,远 0.35–0.5,4,145,2.7586
hypseek_rk,Q8WYB5,0,全新 <0.35,4,44,9.0909
hypseek_rk,Q8WYB5,0,近 0.5–0.7,0,3,0.0000
hypseek_rk,Q92551,0,极近 ≥0.7,0,3,0.0000
hypseek_rk,Q92551,0,近 0.5–0.7,0,37,0.0000
hypseek_rk,Q92551,0,远 0.35–0.5,0,135,0.0000
hypseek_rk,Q92551,0,全新 <0.35,0,17,0.0000
hypseek_rk,Q96DB2,0,极近 ≥0.7,0,22,0.0000
hypseek_rk,Q96DB2,0,近 0.5–0.7,0,25,0.0000
hypseek_rk,Q96DB2,0,远 0.35–0.5,0,23,0.0000
hypseek_rk,Q96GX5,1,全新 <0.35,12,124,9.6774
hypseek_rk,Q96GX5,1,远 0.35–0.5,2,130,1.5385
hypseek_rk,Q96GX5,1,近 0.5–0.7,0,3,0.0000
hypseek_rk,Q9H0K1,0,远 0.35–0.5,11,49,22.4490
hypseek_rk,Q9H0K1,0,近 0.5–0.7,0,6,0.0000
hypseek_rk,Q9H0K1,0,极近 ≥0.7,10,37,27.0270
hypseek_rk,Q9H0K1,0,全新 <0.35,1,17,5.8824
hypseek_rk,Q9HCE5,0,远 0.35–0.5,0,115,0.0000
hypseek_rk,Q9HCE5,0,全新 <0.35,0,67,0.0000
hypseek_rk,Q9HCE5,0,近 0.5–0.7,1,7,14.2857
hypseek_rk,Q9HCE5,0,极近 ≥0.7,1,4,25.0000
hypseek_rk,Q9NPH5,0,远 0.35–0.5,0,36,0.0000
hypseek_rk,Q9NPH5,0,全新 <0.35,0,52,0.0000
hypseek_rk,Q9NPH5,0,近 0.5–0.7,0,7,0.0000
hypseek_rk,Q9NR19,0,远 0.35–0.5,0,127,0.0000
hypseek_rk,Q9NR19,0,全新 <0.35,0,9,0.0000
hypseek_rk,Q9NR19,0,近 0.5–0.7,0,6,0.0000
hypseek_rk,Q9Y2I7,0,远 0.35–0.5,0,327,0.0000
hypseek_rk,Q9Y2I7,0,近 0.5–0.7,0,43,0.0000
hypseek_rk,Q9Y2I7,0,全新 <0.35,0,8,0.0000
hypseek_rk,Q9Y2I7,0,极近 ≥0.7,0,16,0.0000
conplex,O15379,0,近 0.5–0.7,1,7,14.2857
conplex,O15379,0,全新 <0.35,0,72,0.0000
conplex,O15379,0,远 0.35–0.5,2,60,3.3333
conplex,O43353,1,全新 <0.35,93,230,40.4348
conplex,O43353,1,远 0.35–0.5,0,10,0.0000
conplex,O43353,1,极近 ≥0.7,0,3,0.0000
conplex,O43353,1,近 0.5–0.7,0,3,0.0000
conplex,O60341,0,全新 <0.35,0,85,0.0000
conplex,O60341,0,远 0.35–0.5,0,17,0.0000
conplex,O60674,1,全新 <0.35,3,159,1.8868
conplex,O60674,1,远 0.35–0.5,3,47,6.3830
conplex,O60674,1,近 0.5–0.7,0,10,0.0000
conplex,O60674,1,极近 ≥0.7,4,12,33.3333
conplex,O60885,0,远 0.35–0.5,1,12,8.3333
conplex,O60885,0,极近 ≥0.7,16,21,76.1905
conplex,O60885,0,近 0.5–0.7,3,8,37.5000
conplex,O60885,0,全新 <0.35,0,17,0.0000
conplex,O75469,0,全新 <0.35,0,78,0.0000
conplex,O75469,0,远 0.35–0.5,0,4,0.0000
conplex,P00734,1,全新 <0.35,0,67,0.0000
conplex,P00734,1,远 0.35–0.5,0,81,0.0000
conplex,P00915,1,全新 <0.35,19,89,21.3483
conplex,P00915,1,极近 ≥0.7,4,8,50.0000
conplex,P00915,1,远 0.35–0.5,19,62,30.6452
conplex,P00915,1,近 0.5–0.7,5,10,50.0000
conplex,P01116,0,全新 <0.35,0,49,0.0000
conplex,P04798,0,远 0.35–0.5,0,9,0.0000
conplex,P04798,0,全新 <0.35,0,54,0.0000
conplex,P06239,1,远 0.35–0.5,0,21,0.0000
conplex,P06239,1,全新 <0.35,0,29,0.0000
conplex,P06239,1,近 0.5–0.7,1,11,9.0909
conplex,P06239,1,极近 ≥0.7,4,7,57.1429
conplex,P07333,1,极近 ≥0.7,4,8,50.0000
conplex,P07333,1,全新 <0.35,1,43,2.3256
conplex,P07333,1,远 0.35–0.5,13,51,25.4902
conplex,P08581,1,远 0.35–0.5,2,24,8.3333
conplex,P08581,1,全新 <0.35,0,26,0.0000
conplex,P08581,1,极近 ≥0.7,3,7,42.8571
conplex,P08581,1,近 0.5–0.7,5,9,55.5556
conplex,P0DMS8,0,近 0.5–0.7,0,5,0.0000
conplex,P0DMS8,0,全新 <0.35,3,45,6.6667
conplex,P0DMS8,0,远 0.35–0.5,1,18,5.5556
conplex,P11362,1,近 0.5–0.7,1,4,25.0000
conplex,P11362,1,全新 <0.35,0,30,0.0000
conplex,P11362,1,远 0.35–0.5,2,17,11.7647
conplex,P11362,1,极近 ≥0.7,1,5,20.0000
conplex,P11802,1,全新 <0.35,7,46,15.2174
conplex,P11802,1,远 0.35–0.5,3,15,20.0000
conplex,P11802,1,近 0.5–0.7,1,4,25.0000
conplex,P11802,1,极近 ≥0.7,1,6,16.6667
conplex,P12931,1,远 0.35–0.5,5,47,10.6383
conplex,P12931,1,全新 <0.35,0,11,0.0000
conplex,P12931,1,近 0.5–0.7,6,13,46.1538
conplex,P12931,1,极近 ≥0.7,12,20,60.0000
conplex,P15056,1,远 0.35–0.5,0,15,0.0000
conplex,P15056,1,极近 ≥0.7,0,5,0.0000
conplex,P15056,1,全新 <0.35,0,36,0.0000
conplex,P18031,1,全新 <0.35,0,108,0.0000
conplex,P18031,1,近 0.5–0.7,0,8,0.0000
conplex,P21554,0,全新 <0.35,0,77,0.0000
conplex,P21554,0,近 0.5–0.7,3,4,75.0000
conplex,P21554,0,远 0.35–0.5,2,14,14.2857
conplex,P21554,0,极近 ≥0.7,5,5,100.0000
conplex,P22413,0,全新 <0.35,0,158,0.0000
conplex,P22413,0,远 0.35–0.5,0,28,0.0000
conplex,P22455,1,全新 <0.35,1,37,2.7027
conplex,P22455,1,远 0.35–0.5,0,7,0.0000
conplex,P22455,1,近 0.5–0.7,2,7,28.5714
conplex,P22455,1,极近 ≥0.7,1,4,25.0000
conplex,P23458,1,全新 <0.35,2,149,1.3423
conplex,P23458,1,远 0.35–0.5,1,37,2.7027
conplex,P23458,1,近 0.5–0.7,0,3,0.0000
conplex,P23458,1,极近 ≥0.7,3,8,37.5000
conplex,P27338,0,远 0.35–0.5,0,74,0.0000
conplex,P27338,0,全新 <0.35,0,70,0.0000
conplex,P27338,0,近 0.5–0.7,0,10,0.0000
conplex,P28335,0,全新 <0.35,0,66,0.0000
conplex,P28335,0,远 0.35–0.5,1,6,16.6667
conplex,P28335,0,近 0.5–0.7,0,4,0.0000
conplex,P28335,0,极近 ≥0.7,2,4,50.0000
conplex,P29597,1,全新 <0.35,1,166,0.6024
conplex,P29597,1,远 0.35–0.5,1,13,7.6923
conplex,P29597,1,极近 ≥0.7,3,7,42.8571
conplex,P30530,1,远 0.35–0.5,0,11,0.0000
conplex,P30530,1,全新 <0.35,0,29,0.0000
conplex,P30530,1,极近 ≥0.7,1,6,16.6667
conplex,P30530,1,近 0.5–0.7,0,4,0.0000
conplex,P31153,0,全新 <0.35,0,63,0.0000
conplex,P34913,0,全新 <0.35,0,117,0.0000
conplex,P34913,0,远 0.35–0.5,0,7,0.0000
conplex,P34914,0,全新 <0.35,0,87,0.0000
conplex,P34914,0,远 0.35–0.5,0,12,0.0000
conplex,P34972,1,近 0.5–0.7,0,3,0.0000
conplex,P34972,1,全新 <0.35,0,46,0.0000
conplex,P34972,1,远 0.35–0.5,0,16,0.0000
conplex,P35968,1,远 0.35–0.5,1,34,2.9412
conplex,P35968,1,极近 ≥0.7,22,31,70.9677
conplex,P35968,1,近 0.5–0.7,12,37,32.4324
conplex,P35968,1,全新 <0.35,0,34,0.0000
conplex,P36888,1,极近 ≥0.7,7,13,53.8462
conplex,P36888,1,全新 <0.35,1,46,2.1739
conplex,P36888,1,远 0.35–0.5,2,18,11.1111
conplex,P36888,1,近 0.5–0.7,2,7,28.5714
conplex,P41145,0,近 0.5–0.7,6,9,66.6667
conplex,P41145,0,全新 <0.35,2,143,1.3986
conplex,P41145,0,远 0.35–0.5,2,37,5.4054
conplex,P41145,0,极近 ≥0.7,4,4,100.0000
conplex,P41182,0,全新 <0.35,0,63,0.0000
conplex,P41595,0,全新 <0.35,0,43,0.0000
conplex,P41595,0,远 0.35–0.5,0,31,0.0000
conplex,P41595,0,近 0.5–0.7,2,11,18.1818
conplex,P41595,0,极近 ≥0.7,4,6,66.6667
conplex,P47989,0,全新 <0.35,8,45,17.7778
conplex,P47989,0,远 0.35–0.5,1,8,12.5000
conplex,P50406,0,远 0.35–0.5,0,6,0.0000
conplex,P50406,0,全新 <0.35,1,54,1.8519
conplex,P50406,0,极近 ≥0.7,0,5,0.0000
conplex,P50750,1,全新 <0.35,3,39,7.6923
conplex,P50750,1,远 0.35–0.5,1,12,8.3333
conplex,P50750,1,近 0.5–0.7,0,10,0.0000
conplex,P50750,1,极近 ≥0.7,0,6,0.0000
conplex,P52333,1,远 0.35–0.5,2,69,2.8986
conplex,P52333,1,近 0.5–0.7,0,8,0.0000
conplex,P52333,1,极近 ≥0.7,3,10,30.0000
conplex,P52333,1,全新 <0.35,1,169,0.5917
conplex,P53634,1,近 0.5–0.7,5,43,11.6279
conplex,P53634,1,远 0.35–0.5,2,4,50.0000
conplex,P53634,1,全新 <0.35,3,9,33.3333
conplex,P56817,1,远 0.35–0.5,0,21,0.0000
conplex,P56817,1,全新 <0.35,1,239,0.4184
conplex,Q05397,1,远 0.35–0.5,8,53,15.0943
conplex,Q05397,1,近 0.5–0.7,0,7,0.0000
conplex,Q05397,1,全新 <0.35,7,28,25.0000
conplex,Q13188,0,远 0.35–0.5,0,16,0.0000
conplex,Q13188,0,全新 <0.35,0,32,0.0000
conplex,Q13547,1,全新 <0.35,11,182,6.0440
conplex,Q13547,1,远 0.35–0.5,5,160,3.1250
conplex,Q13547,1,极近 ≥0.7,1,3,33.3333
conplex,Q13547,1,近 0.5–0.7,1,16,6.2500
conplex,Q13627,0,远 0.35–0.5,0,53,0.0000
conplex,Q13627,0,近 0.5–0.7,0,9,0.0000
conplex,Q13627,0,全新 <0.35,0,44,0.0000
conplex,Q13627,0,极近 ≥0.7,1,5,20.0000
conplex,Q16678,0,远 0.35–0.5,1,25,4.0000
conplex,Q16678,0,全新 <0.35,0,80,0.0000
conplex,Q92769,0,全新 <0.35,3,75,4.0000
conplex,Q92769,0,远 0.35–0.5,0,42,0.0000
conplex,Q92769,0,极近 ≥0.7,1,3,33.3333
conplex,Q92769,0,近 0.5–0.7,0,7,0.0000
conplex,Q92918,1,全新 <0.35,4,148,2.7027
conplex,Q92918,1,远 0.35–0.5,1,12,8.3333
conplex,Q9BY41,1,全新 <0.35,1,60,1.6667
conplex,Q9BY41,1,远 0.35–0.5,0,37,0.0000
conplex,Q9BY41,1,近 0.5–0.7,0,5,0.0000
conplex,Q9NWZ3,1,全新 <0.35,0,86,0.0000
conplex,Q9NWZ3,1,远 0.35–0.5,0,3,0.0000
conplex,Q9NZQ7,0,全新 <0.35,0,83,0.0000
conplex,Q9Y5Z0,0,远 0.35–0.5,0,12,0.0000
conplex,Q9Y5Z0,0,全新 <0.35,0,215,0.0000
conplex,O14684,0,全新 <0.35,3,122,2.4590
conplex,O14684,0,远 0.35–0.5,0,3,0.0000
conplex,O14744,0,全新 <0.35,5,780,0.6410
conplex,O14744,0,远 0.35–0.5,0,29,0.0000
conplex,O14744,0,近 0.5–0.7,0,5,0.0000
conplex,O14757,1,全新 <0.35,0,186,0.0000
conplex,O14757,1,远 0.35–0.5,0,4,0.0000
conplex,O15379,0,远 0.35–0.5,0,44,0.0000
conplex,O15379,0,全新 <0.35,5,365,1.3699
conplex,O15379,0,近 0.5–0.7,0,4,0.0000
conplex,O43570,1,全新 <0.35,16,164,9.7561
conplex,O43570,1,远 0.35–0.5,12,70,17.1429
conplex,O43570,1,近 0.5–0.7,3,5,60.0000
conplex,O43613,0,全新 <0.35,0,99,0.0000
conplex,O43614,1,全新 <0.35,0,145,0.0000
conplex,O60341,0,全新 <0.35,26,735,3.5374
conplex,O60341,0,远 0.35–0.5,0,68,0.0000
conplex,O60341,0,近 0.5–0.7,0,4,0.0000
conplex,O60502,0,全新 <0.35,1,297,0.3367
conplex,O60502,0,远 0.35–0.5,0,4,0.0000
conplex,O60885,0,全新 <0.35,0,441,0.0000
conplex,O60885,0,远 0.35–0.5,1,84,1.1905
conplex,O60885,0,近 0.5–0.7,33,47,70.2128
conplex,O60885,0,极近 ≥0.7,4,4,100.0000
conplex,O75116,0,全新 <0.35,0,295,0.0000
conplex,O75116,0,远 0.35–0.5,0,5,0.0000
conplex,O75173,0,全新 <0.35,0,81,0.0000
conplex,O75385,0,全新 <0.35,0,354,0.0000
conplex,O75385,0,远 0.35–0.5,0,54,0.0000
conplex,O95497,0,全新 <0.35,0,118,0.0000
conplex,O95819,0,全新 <0.35,0,65,0.0000
conplex,O96017,0,全新 <0.35,0,63,0.0000
conplex,O96028,0,全新 <0.35,0,63,0.0000
conplex,O96028,0,远 0.35–0.5,0,13,0.0000
conplex,P00519,1,近 0.5–0.7,8,12,66.6667
conplex,P00519,1,远 0.35–0.5,1,44,2.2727
conplex,P00519,1,全新 <0.35,1,238,0.4202
conplex,P00533,1,全新 <0.35,90,1802,4.9945
conplex,P00533,1,远 0.35–0.5,67,201,33.3333
conplex,P00533,1,近 0.5–0.7,15,43,34.8837
conplex,P00734,1,远 0.35–0.5,0,4,0.0000
conplex,P00734,1,全新 <0.35,1,68,1.4706
conplex,P00742,1,全新 <0.35,1,64,1.5625
conplex,P00746,1,全新 <0.35,0,362,0.0000
conplex,P00751,0,全新 <0.35,0,146,0.0000
conplex,P01116,0,全新 <0.35,41,3246,1.2631
conplex,P01116,0,远 0.35–0.5,0,11,0.0000
conplex,P01116,0,近 0.5–0.7,0,4,0.0000
conplex,P03372,1,全新 <0.35,10,216,4.6296
conplex,P03951,1,全新 <0.35,0,101,0.0000
conplex,P03952,0,全新 <0.35,0,130,0.0000
conplex,P04049,1,全新 <0.35,1,608,0.1645
conplex,P04049,1,远 0.35–0.5,0,48,0.0000
conplex,P04150,1,全新 <0.35,3,286,1.0490
conplex,P04293,0,全新 <0.35,2,352,0.5682
conplex,P04293,0,远 0.35–0.5,0,3,0.0000
conplex,P04626,1,全新 <0.35,273,877,31.1288
conplex,P04626,1,远 0.35–0.5,44,104,42.3077
conplex,P04626,1,近 0.5–0.7,6,21,28.5714
conplex,P06239,1,全新 <0.35,2,702,0.2849
conplex,P06239,1,远 0.35–0.5,0,12,0.0000
conplex,P06241,1,全新 <0.35,1,49,2.0408
conplex,P06241,1,远 0.35–0.5,1,4,25.0000
conplex,P06276,1,全新 <0.35,0,55,0.0000
conplex,P06276,1,远 0.35–0.5,0,69,0.0000
conplex,P06276,1,近 0.5–0.7,0,15,0.0000
conplex,P07333,1,近 0.5–0.7,1,13,7.6923
conplex,P07333,1,远 0.35–0.5,14,112,12.5000
conplex,P07333,1,全新 <0.35,1,647,0.1546
conplex,P07711,0,全新 <0.35,21,84,25.0000
conplex,P07711,0,远 0.35–0.5,3,23,13.0435
conplex,P07711,0,近 0.5–0.7,1,6,16.6667
conplex,P07949,1,全新 <0.35,0,230,0.0000
conplex,P07949,1,近 0.5–0.7,13,15,86.6667
conplex,P07949,1,远 0.35–0.5,10,16,62.5000
conplex,P08069,1,远 0.35–0.5,22,65,33.8462
conplex,P08069,1,全新 <0.35,115,294,39.1156
conplex,P08173,0,全新 <0.35,6,71,8.4507
conplex,P08173,0,远 0.35–0.5,0,5,0.0000
conplex,P08581,1,远 0.35–0.5,25,447,5.5928
conplex,P08581,1,全新 <0.35,12,363,3.3058
conplex,P08581,1,近 0.5–0.7,0,20,0.0000
conplex,P08908,0,全新 <0.35,0,123,0.0000
conplex,P08908,0,近 0.5–0.7,5,7,71.4286
conplex,P08908,0,远 0.35–0.5,4,77,5.1948
conplex,P09619,1,近 0.5–0.7,4,7,57.1429
conplex,P09619,1,全新 <0.35,1,415,0.2410
conplex,P09619,1,远 0.35–0.5,0,7,0.0000
conplex,P0DMS8,0,全新 <0.35,3,50,6.0000
conplex,P10275,1,全新 <0.35,32,142,22.5352
conplex,P10275,1,远 0.35–0.5,2,3,66.6667
conplex,P10398,0,全新 <0.35,0,92,0.0000
conplex,P10398,0,远 0.35–0.5,0,11,0.0000
conplex,P10415,1,全新 <0.35,0,1001,0.0000
conplex,P10415,1,远 0.35–0.5,0,6,0.0000
conplex,P11309,1,全新 <0.35,0,64,0.0000
conplex,P11362,1,全新 <0.35,7,444,1.5766
conplex,P11362,1,远 0.35–0.5,9,46,19.5652
conplex,P11362,1,近 0.5–0.7,0,11,0.0000
conplex,P11474,0,全新 <0.35,0,199,0.0000
conplex,P11802,1,全新 <0.35,60,1362,4.4053
conplex,P11802,1,远 0.35–0.5,4,36,11.1111
conplex,P11802,1,近 0.5–0.7,1,3,33.3333
conplex,P14756,0,全新 <0.35,1,67,1.4925
conplex,P14756,0,远 0.35–0.5,0,4,0.0000
conplex,P15428,0,全新 <0.35,0,360,0.0000
conplex,P18825,0,全新 <0.35,0,124,0.0000
conplex,P20618,0,全新 <0.35,0,68,0.0000
conplex,P20618,0,近 0.5–0.7,0,3,0.0000
conplex,P21554,0,全新 <0.35,0,50,0.0000
conplex,P21802,1,全新 <0.35,7,460,1.5217
conplex,P21802,1,远 0.35–0.5,4,22,18.1818
conplex,P22413,0,全新 <0.35,2,468,0.4274
conplex,P22413,0,远 0.35–0.5,0,56,0.0000
conplex,P22455,1,全新 <0.35,4,89,4.4944
conplex,P22455,1,远 0.35–0.5,0,19,0.0000
conplex,P22455,1,近 0.5–0.7,0,8,0.0000
conplex,P22607,1,全新 <0.35,12,362,3.3149
conplex,P22607,1,远 0.35–0.5,6,19,31.5789
conplex,P22607,1,近 0.5–0.7,0,3,0.0000
conplex,P23458,1,全新 <0.35,4,595,0.6723
conplex,P23458,1,远 0.35–0.5,0,24,0.0000
conplex,P23946,0,全新 <0.35,0,61,0.0000
conplex,P23946,0,远 0.35–0.5,0,10,0.0000
conplex,P24941,1,全新 <0.35,24,1463,1.6405
conplex,P24941,1,远 0.35–0.5,6,166,3.6145
conplex,P27338,0,全新 <0.35,0,102,0.0000
conplex,P27338,0,远 0.35–0.5,0,22,0.0000
conplex,P27487,1,远 0.35–0.5,0,16,0.0000
conplex,P27487,1,全新 <0.35,0,100,0.0000
conplex,P28074,0,全新 <0.35,5,310,1.6129
conplex,P28074,0,远 0.35–0.5,0,12,0.0000
conplex,P28074,0,近 0.5–0.7,0,3,0.0000
conplex,P28335,0,全新 <0.35,4,287,1.3937
conplex,P28335,0,远 0.35–0.5,3,7,42.8571
conplex,P28482,1,全新 <0.35,44,660,6.6667
conplex,P28482,1,远 0.35–0.5,0,5,0.0000
conplex,P29274,1,全新 <0.35,235,777,30.2445
conplex,P29275,0,全新 <0.35,62,357,17.3669
conplex,P29597,1,全新 <0.35,5,1365,0.3663
conplex,P29597,1,远 0.35–0.5,0,7,0.0000
conplex,P30530,1,远 0.35–0.5,0,366,0.0000
conplex,P30530,1,全新 <0.35,0,551,0.0000
conplex,P30530,1,近 0.5–0.7,0,11,0.0000
conplex,P30542,0,全新 <0.35,5,112,4.4643
conplex,P31391,0,全新 <0.35,0,99,0.0000
conplex,P31645,1,全新 <0.35,1,104,0.9615
conplex,P31645,1,远 0.35–0.5,0,5,0.0000
conplex,P31749,1,全新 <0.35,1,209,0.4785
conplex,P31749,1,远 0.35–0.5,0,4,0.0000
conplex,P31751,1,全新 <0.35,1,118,0.8475
conplex,P32245,0,全新 <0.35,0,207,0.0000
conplex,P34913,0,全新 <0.35,0,58,0.0000
conplex,P34913,0,远 0.35–0.5,0,3,0.0000
conplex,P34914,0,全新 <0.35,0,122,0.0000
conplex,P34914,0,远 0.35–0.5,0,60,0.0000
conplex,P34914,0,近 0.5–0.7,0,16,0.0000
conplex,P34972,1,全新 <0.35,6,56,10.7143
conplex,P34972,1,远 0.35–0.5,0,7,0.0000
conplex,P35372,1,全新 <0.35,10,119,8.4034
conplex,P35372,1,远 0.35–0.5,26,72,36.1111
conplex,P35372,1,近 0.5–0.7,6,6,100.0000
conplex,P35916,1,近 0.5–0.7,5,46,10.8696
conplex,P35916,1,远 0.35–0.5,0,16,0.0000
conplex,P35916,1,全新 <0.35,0,8,0.0000
conplex,P35968,1,全新 <0.35,62,425,14.5882
conplex,P35968,1,远 0.35–0.5,82,417,19.6643
conplex,P35968,1,近 0.5–0.7,22,83,26.5060
conplex,P36888,1,近 0.5–0.7,5,17,29.4118
conplex,P36888,1,全新 <0.35,10,427,2.3419
conplex,P36888,1,远 0.35–0.5,13,59,22.0339
conplex,P36888,1,极近 ≥0.7,1,3,33.3333
conplex,P39900,1,全新 <0.35,0,83,0.0000
conplex,P41143,0,全新 <0.35,1,50,2.0000
conplex,P41143,0,远 0.35–0.5,8,39,20.5128
conplex,P41143,0,近 0.5–0.7,2,3,66.6667
conplex,P41145,0,全新 <0.35,8,394,2.0305
conplex,P41145,0,远 0.35–0.5,41,113,36.2832
conplex,P41145,0,近 0.5–0.7,16,19,84.2105
conplex,P41146,0,全新 <0.35,0,54,0.0000
conplex,P41240,1,全新 <0.35,0,165,0.0000
conplex,P41240,1,远 0.35–0.5,0,8,0.0000
conplex,P42330,0,远 0.35–0.5,0,31,0.0000
conplex,P42330,0,全新 <0.35,0,46,0.0000
conplex,P43405,1,全新 <0.35,0,82,0.0000
conplex,P43405,1,远 0.35–0.5,0,22,0.0000
conplex,P43490,1,全新 <0.35,0,415,0.0000
conplex,P43490,1,远 0.35–0.5,0,33,0.0000
conplex,P43490,1,近 0.5–0.7,0,30,0.0000
conplex,P43490,1,极近 ≥0.7,0,4,0.0000
conplex,P47205,0,远 0.35–0.5,0,4,0.0000
conplex,P47205,0,全新 <0.35,0,143,0.0000
conplex,P47869,0,全新 <0.35,0,180,0.0000
conplex,P47869,0,远 0.35–0.5,0,4,0.0000
conplex,P48729,1,全新 <0.35,0,132,0.0000
conplex,P48730,1,全新 <0.35,0,143,0.0000
conplex,P49759,1,全新 <0.35,0,129,0.0000
conplex,P49759,1,远 0.35–0.5,0,3,0.0000
conplex,P49760,1,远 0.35–0.5,0,25,0.0000
conplex,P49760,1,全新 <0.35,0,225,0.0000
