baseline,layer,uniprot,n_actives,spearman
oracle,L1,C7C422,35,0.3952
oracle,L1,O00141,31,0.4210
oracle,L1,O00329,182,0.6687
oracle,L1,O00444,13,-0.5879
oracle,L1,O00519,47,0.2930
oracle,L1,O00763,13,-0.4979
oracle,L1,O14744,24,0.4478
oracle,L1,O14757,13,0.3315
oracle,L1,O14965,23,0.0302
oracle,L1,O15379,141,0.4996
oracle,L1,O43353,246,0.5367
oracle,L1,O43570,250,0.3996
oracle,L1,O60218,33,0.3937
oracle,L1,O60341,104,0.6500
oracle,L1,O60674,228,0.7552
oracle,L1,O60885,58,0.2397
oracle,L1,O75116,34,0.5754
oracle,L1,O75385,10,-0.4424
oracle,L1,O75417,10,0.0732
oracle,L1,O75460,34,0.5059
oracle,L1,O75469,82,0.6697
oracle,L1,O75762,15,0.0858
oracle,L1,O75874,29,-0.2587
oracle,L1,O76074,54,0.6140
oracle,L1,O76083,15,-0.6679
oracle,L1,O95271,19,0.6970
oracle,L1,O95819,16,-0.3714
oracle,L1,O96013,21,0.3626
oracle,L1,O96028,22,0.4602
oracle,L1,P00352,10,0.3091
oracle,L1,P00491,26,0.2313
oracle,L1,P00519,47,0.5056
oracle,L1,P00533,467,0.6535
oracle,L1,P00734,149,0.6135
oracle,L1,P00742,20,0.2628
oracle,L1,P00915,169,0.6931
oracle,L1,P00918,245,0.4134
oracle,L1,P00956,78,0.1720
oracle,L1,P01116,51,0.4290
oracle,L1,P03372,40,0.3569
oracle,L1,P04049,17,-0.2088
oracle,L1,P04626,96,0.3553
oracle,L1,P04629,64,0.4947
oracle,L1,P04798,63,0.7204
oracle,L1,P05089,57,0.5168
oracle,L1,P05177,42,0.5371
oracle,L1,P05771,11,0.2477
oracle,L1,P05979,30,-0.0134
oracle,L1,P06213,13,-0.8824
oracle,L1,P06239,68,0.4805
oracle,L1,P06276,49,0.3227
oracle,L1,P06493,37,0.2974
oracle,L1,P07333,103,0.5138
oracle,L1,P07550,12,-0.5237
oracle,L1,P07711,41,0.5193
oracle,L1,P07900,29,0.7105
oracle,L1,P07947,44,0.4347
oracle,L1,P07948,13,-0.3646
oracle,L1,P07949,41,0.3605
oracle,L1,P08069,40,0.5874
oracle,L1,P08173,13,-0.7950
oracle,L1,P08238,27,-0.0779
oracle,L1,P08246,29,0.4398
oracle,L1,P08253,14,0.4857
oracle,L1,P08581,66,0.4522
oracle,L1,P08908,47,0.6275
oracle,L1,P08913,22,0.0288
oracle,L1,P08922,20,0.5861
oracle,L1,P09619,19,0.1578
oracle,L1,P09874,160,0.6565
oracle,L1,P0C6U8,12,0.0141
oracle,L1,P0DMS8,69,0.6154
oracle,L1,P0DTD1,420,0.7053
oracle,L1,P10275,15,0.6792
oracle,L1,P10415,14,0.0485
oracle,L1,P10721,39,0.0477
oracle,L1,P11275,13,0.1568
oracle,L1,P11309,55,0.5456
oracle,L1,P11362,56,0.4474
oracle,L1,P11511,14,0.3451
oracle,L1,P11802,71,0.6218
oracle,L1,P12931,91,0.2941
oracle,L1,P13569,20,-0.3823
oracle,L1,P14324,10,-0.6829
oracle,L1,P14618,12,-0.4266
oracle,L1,P14679,11,-0.2961
oracle,L1,P14867,45,0.3687
oracle,L1,P14902,50,0.3913
oracle,L1,P14920,14,-0.1852
oracle,L1,P15056,58,0.2657
oracle,L1,P15121,18,0.5256
oracle,L1,P15538,15,-0.6821
oracle,L1,P16050,39,0.2471
oracle,L1,P16083,16,-0.1251
oracle,L1,P16110,13,0.3591
oracle,L1,P16234,39,0.2183
oracle,L1,P17252,22,0.2396
oracle,L1,P17706,17,0.2927
oracle,L1,P17931,14,0.5601
oracle,L1,P18031,116,0.5391
oracle,L1,P18089,16,0.4471
oracle,L1,P18825,20,0.1534
oracle,L1,P19099,17,0.3415
oracle,L1,P19634,23,-0.4119
oracle,L1,P19793,16,0.2303
oracle,L1,P20272,11,-0.7004
oracle,L1,P21397,21,0.7347
oracle,L1,P21554,100,0.3452
oracle,L1,P21589,24,0.5185
oracle,L1,P21728,24,-0.1670
oracle,L1,P21802,18,0.3760
oracle,L1,P21918,12,-0.2242
oracle,L1,P21964,30,0.5075
oracle,L1,P22303,89,0.0509
oracle,L1,P22413,189,0.5909
oracle,L1,P22455,55,0.4414
oracle,L1,P22607,20,0.0852
oracle,L1,P22748,112,0.2013
oracle,L1,P23458,197,0.7635
oracle,L1,P23467,17,0.4096
oracle,L1,P24941,55,0.3027
oracle,L1,P25440,13,0.0413
oracle,L1,P25774,13,-0.3867
oracle,L1,P25779,11,0.3805
oracle,L1,P27338,155,0.3152
oracle,L1,P27487,33,0.4726
oracle,L1,P28062,14,0.1257
oracle,L1,P28074,37,0.4357
oracle,L1,P28221,16,-0.3529
oracle,L1,P28222,15,0.2607
oracle,L1,P28335,80,0.6515
oracle,L1,P28482,15,-0.1971
oracle,L1,P28566,10,0.1824
oracle,L1,P29274,14,-0.2552
oracle,L1,P29466,17,0.3078
oracle,L1,P29597,187,0.6553
oracle,L1,P30291,30,0.5468
oracle,L1,P30530,50,0.4668
oracle,L1,P30542,20,0.2160
oracle,L1,P31153,63,0.5523
oracle,L1,P31639,11,-0.1909
oracle,L1,P31645,11,-0.1281
oracle,L1,P31749,124,0.5194
oracle,L1,P31751,35,0.4359
oracle,L1,P33981,29,0.2399
oracle,L1,P34913,124,0.3700
oracle,L1,P34914,99,0.6512
oracle,L1,P34972,67,0.3832
oracle,L1,P35218,65,0.1259
oracle,L1,P35354,44,0.3473
oracle,L1,P35367,10,0.1216
oracle,L1,P35372,28,0.1185
oracle,L1,P35439,11,0.0683
oracle,L1,P35916,21,-0.3918
oracle,L1,P35968,136,0.5865
oracle,L1,P36776,20,0.0301
oracle,L1,P36888,84,0.3325
oracle,L1,P36897,18,0.2643
oracle,L1,P37231,17,0.5951
oracle,L1,P41143,14,-0.0595
oracle,L1,P41145,193,0.5770
oracle,L1,P41182,63,0.4306
oracle,L1,P41240,18,-0.2468
oracle,L1,P41595,91,0.3175
oracle,L1,P42330,33,0.5272
oracle,L1,P42336,89,0.5129
oracle,L1,P42338,50,0.3327
oracle,L1,P42345,33,0.0896
oracle,L1,P43166,81,0.2888
oracle,L1,P43405,11,-0.6697
oracle,L1,P43490,17,0.2293
oracle,L1,P45983,34,0.8136
oracle,L1,P45984,32,0.4269
oracle,L1,P47746,17,0.1067
oracle,L1,P47989,55,0.1748
oracle,L1,P48039,13,-0.4979
oracle,L1,P48735,11,0.5332
oracle,L1,P48736,124,0.3391
oracle,L1,P49137,10,0.0000
oracle,L1,P49286,18,0.3944
oracle,L1,P49327,665,0.7014
oracle,L1,P49759,11,0.0457
oracle,L1,P49760,13,-0.2786
oracle,L1,P49840,10,-0.0675
oracle,L1,P49841,24,0.2794
oracle,L1,P50053,25,0.1525
oracle,L1,P50406,67,0.3479
oracle,L1,P50613,22,-0.2661
oracle,L1,P50750,67,0.3258
oracle,L1,P51449,40,0.5451
oracle,L1,P51451,11,-0.1478
oracle,L1,P51531,17,0.5153
oracle,L1,P51532,10,0.5152
oracle,L1,P51617,15,0.0179
oracle,L1,P51812,16,-0.0885
oracle,L1,P51813,15,0.4647
oracle,L1,P51955,17,-0.2563
oracle,L1,P52333,256,0.4190
oracle,L1,P53350,24,0.1485
oracle,L1,P53634,58,0.4004
oracle,L1,P53779,32,0.5446
oracle,L1,P54646,23,-0.1848
oracle,L1,P55055,13,0.1264
oracle,L1,P56524,28,0.1377
oracle,L1,P56817,260,0.7778
oracle,L1,P61964,17,-0.0172
oracle,L1,P62937,18,0.4269
oracle,L1,P68400,14,-0.6953
oracle,L1,P78527,10,-0.0765
oracle,L1,P78540,16,0.3591
oracle,L1,P80457,32,0.5449
oracle,L1,P81908,46,0.6287
oracle,L1,Q00534,11,-0.5909
oracle,L1,Q00535,19,0.4851
oracle,L1,Q01650,18,0.3672
oracle,L1,Q01827,30,-0.1032
oracle,L1,Q02127,74,0.3869
oracle,L1,Q02750,14,-0.4692
oracle,L1,Q03181,15,0.1698
oracle,L1,Q04609,36,0.5164
oracle,L1,Q04759,19,0.1381
oracle,L1,Q05397,90,0.5538
oracle,L1,Q05586,44,0.6634
oracle,L1,Q06124,28,0.5391
oracle,L1,Q06187,355,0.6356
oracle,L1,Q06418,27,0.4044
oracle,L1,Q07343,47,0.1497
oracle,L1,Q07422,12,0.0526
oracle,L1,Q07817,14,0.6513
oracle,L1,Q07820,52,0.4448
oracle,L1,Q07869,15,-0.4593
oracle,L1,Q07889,21,0.4644
oracle,L1,Q07912,10,0.1758
oracle,L1,Q08345,19,-0.4265
oracle,L1,Q08499,18,0.5686
oracle,L1,Q08881,16,-0.7747
oracle,L1,Q12866,45,0.6663
oracle,L1,Q12879,17,0.2720
oracle,L1,Q12884,48,0.5814
oracle,L1,Q13043,50,0.5651
oracle,L1,Q13085,12,-0.4126
oracle,L1,Q13131,26,0.0192
oracle,L1,Q13133,16,0.1529
oracle,L1,Q13164,16,-0.3620
oracle,L1,Q13188,50,0.3305
oracle,L1,Q13224,34,-0.3119
oracle,L1,Q13315,14,0.0749
oracle,L1,Q13464,22,-0.2289
oracle,L1,Q13526,20,-0.6250
oracle,L1,Q13546,54,0.3140
oracle,L1,Q13547,361,0.5769
oracle,L1,Q13627,111,0.2623
oracle,L1,Q13822,28,0.4227
oracle,L1,Q13946,12,-0.3776
oracle,L1,Q14145,13,0.2143
oracle,L1,Q14289,20,0.4486
oracle,L1,Q15059,43,0.4410
oracle,L1,Q15118,13,-0.4215
oracle,L1,Q15303,14,-0.4537
oracle,L1,Q15561,57,0.4281
oracle,L1,Q15910,31,0.5335
oracle,L1,Q16288,20,0.0504
oracle,L1,Q16512,16,-0.7140
oracle,L1,Q16539,14,-0.2357
oracle,L1,Q16620,19,0.4655
oracle,L1,Q16678,107,0.6330
oracle,L1,Q16769,27,0.6642
oracle,L1,Q16790,205,0.5405
oracle,L1,Q2KHZ8,26,0.1347
oracle,L1,Q2M2I8,29,0.0453
oracle,L1,Q5BJF2,38,0.3422
oracle,L1,Q5S007,29,0.5636
oracle,L1,Q5TCY1,16,-0.6269
oracle,L1,Q6GI75,16,-0.4000
oracle,L1,Q6P179,12,0.0946
oracle,L1,Q6ZQW0,96,0.3432
oracle,L1,Q72547,35,0.7757
oracle,L1,Q7ZJM1,10,-0.0458
oracle,L1,Q86V86,25,0.3308
oracle,L1,Q86W56,42,-0.1547
oracle,L1,Q86WV6,25,0.1431
oracle,L1,Q86X55,48,0.5872
oracle,L1,Q86YT5,16,-0.4415
oracle,L1,Q8IXJ6,24,-0.0768
oracle,L1,Q8N1Q1,10,-0.7052
oracle,L1,Q8N884,14,0.1474
oracle,L1,Q8NEB9,13,0.1073
oracle,L1,Q8NER1,10,0.5515
oracle,L1,Q8R4B8,20,0.5207
oracle,L1,Q8TF76,13,-0.6933
oracle,L1,Q8WUI4,17,0.5800
oracle,L1,Q92769,127,0.5258
oracle,L1,Q92793,12,-0.0316
oracle,L1,Q92918,161,0.4958
oracle,L1,Q93009,16,0.0191
oracle,L1,Q969S8,38,0.4471
oracle,L1,Q96EB6,11,0.1461
oracle,L1,Q96GD4,24,0.1242
oracle,L1,Q96KQ7,30,0.1071
oracle,L1,Q96LA8,12,0.5386
oracle,L1,Q96MU7,11,-0.0276
oracle,L1,Q96P20,24,0.2206
oracle,L1,Q96RI1,13,-0.5275
oracle,L1,Q96S37,24,0.4429
oracle,L1,Q99640,45,0.2330
oracle,L1,Q99683,16,0.5339
oracle,L1,Q99685,11,0.5675
oracle,L1,Q99720,63,0.3067
oracle,L1,Q99873,34,0.5764
oracle,L1,Q9BUB5,13,-0.3242
oracle,L1,Q9BV86,14,0.2596
oracle,L1,Q9BWU1,18,-0.3793
oracle,L1,Q9BY41,104,0.5448
oracle,L1,Q9C0B1,81,0.4992
oracle,L1,Q9GZQ8,18,0.3485
oracle,L1,Q9H2K2,34,0.1284
oracle,L1,Q9H999,28,0.4937
oracle,L1,Q9H9B1,18,0.2955
oracle,L1,Q9HBH9,12,0.0490
oracle,L1,Q9NQS5,13,-0.0771
oracle,L1,Q9NWZ3,91,0.5951
oracle,L1,Q9NXA8,13,0.3879
oracle,L1,Q9NYV4,14,0.1958
oracle,L1,Q9NZQ7,85,0.7079
oracle,L1,Q9P1W9,23,-0.4061
oracle,L1,Q9P2K8,17,0.5294
oracle,L1,Q9UBF8,43,0.5099
oracle,L1,Q9UBN7,426,0.5192
oracle,L1,Q9UDY8,13,0.3366
oracle,L1,Q9UGL1,10,-0.0912
oracle,L1,Q9UGN5,40,0.0334
oracle,L1,Q9UIQ6,23,0.2328
oracle,L1,Q9UKE5,13,-0.1385
oracle,L1,Q9UKV0,17,0.3446
oracle,L1,Q9ULX7,24,0.4218
oracle,L1,Q9UM73,42,0.3032
oracle,L1,Q9UQB9,10,-0.5900
oracle,L1,Q9UQD0,15,-0.1890
oracle,L1,Q9UQL6,21,0.3823
oracle,L1,Q9WKE8,11,0.5000
oracle,L1,Q9Y233,42,0.4835
oracle,L1,Q9Y243,10,-0.5549
oracle,L1,Q9Y2D0,61,0.2745
oracle,L1,Q9Y2K2,38,0.6643
oracle,L1,Q9Y2R2,12,-0.0982
oracle,L1,Q9Y463,24,-0.4350
oracle,L1,Q9Y5Y9,41,0.5417
oracle,L1,Q9Y5Z0,227,0.8623
oracle,L2,C7C422,73,0.7575
oracle,L2,I6YFP0,11,0.0687
oracle,L2,O00141,34,0.3225
oracle,L2,O00255,399,0.7222
oracle,L2,O00329,819,0.8249
oracle,L2,O00444,36,0.5565
oracle,L2,O00519,244,0.6406
oracle,L2,O00763,46,0.5580
oracle,L2,O14684,125,0.1918
oracle,L2,O14733,16,-0.1760
oracle,L2,O14744,814,0.6639
oracle,L2,O14757,190,0.8534
oracle,L2,O14842,18,0.4502
oracle,L2,O14965,51,0.5396
oracle,L2,O14976,33,0.4769
oracle,L2,O15151,11,-0.4237
oracle,L2,O15379,413,0.8419
oracle,L2,O35678,10,-0.5338
oracle,L2,O43318,15,-0.2142
oracle,L2,O43353,297,0.7590
oracle,L2,O43497,155,0.6332
oracle,L2,O43570,239,0.7665
oracle,L2,O43613,99,0.8598
oracle,L2,O43614,145,0.8223
oracle,L2,O43924,14,0.3143
oracle,L2,O60341,807,0.8586
oracle,L2,O60502,301,0.5611
oracle,L2,O60674,759,0.8579
oracle,L2,O60760,31,0.2330
oracle,L2,O60885,576,0.6721
oracle,L2,O75116,301,0.7178
oracle,L2,O75173,83,0.6077
oracle,L2,O75385,408,0.8122
oracle,L2,O75417,1887,0.9316
oracle,L2,O75460,278,0.7328
oracle,L2,O75762,241,0.5552
oracle,L2,O75874,60,0.6109
oracle,L2,O75936,23,0.6815
oracle,L2,O76074,28,0.2954
oracle,L2,O76083,160,0.5084
oracle,L2,O95271,55,-0.0110
oracle,L2,O95497,118,0.5222
oracle,L2,O95819,66,0.7860
oracle,L2,O96013,35,0.1727
oracle,L2,O96017,65,0.5092
oracle,L2,O96028,77,0.7077
oracle,L2,P00338,101,0.1110
oracle,L2,P00519,294,0.4090
oracle,L2,P00533,2047,0.8038
oracle,L2,P00734,72,0.8572
oracle,L2,P00742,66,0.5202
oracle,L2,P00748,31,0.7922
oracle,L2,P00751,146,0.4901
oracle,L2,P00797,37,0.2045
oracle,L2,P00915,223,0.7059
oracle,L2,P00918,340,0.6327
oracle,L2,P01116,3262,0.8248
oracle,L2,P01375,21,0.1184
oracle,L2,P02753,23,-0.2685
oracle,L2,P03372,218,0.8821
oracle,L2,P03468,51,0.4921
oracle,L2,P03951,101,0.6979
oracle,L2,P03952,130,0.8067
oracle,L2,P04049,656,0.7495
oracle,L2,P04150,286,0.7260
oracle,L2,P04293,355,0.5334
oracle,L2,P04585,14,0.2640
oracle,L2,P04626,1004,0.6780
oracle,L2,P04629,598,0.7726
oracle,L2,P04798,34,0.5596
oracle,L2,P04818,26,-0.2265
oracle,L2,P05089,13,0.2922
oracle,L2,P05177,36,0.5758
oracle,L2,P05981,14,-0.0198
oracle,L2,P06239,715,0.8084
oracle,L2,P06241,54,0.3645
oracle,L2,P06276,139,0.7395
oracle,L2,P06401,20,0.3582
oracle,L2,P06493,186,0.6498
oracle,L2,P06730,23,0.7678
oracle,L2,P06935,90,0.1235
oracle,L2,P07333,773,0.8513
oracle,L2,P07711,113,0.6715
oracle,L2,P07858,29,0.0911
oracle,L2,P07900,35,0.4610
oracle,L2,P07948,10,0.1216
oracle,L2,P07949,263,0.7379
oracle,L2,P08069,359,0.5042
oracle,L2,P08172,48,0.7294
oracle,L2,P08173,78,0.5157
oracle,L2,P08183,26,0.0667
oracle,L2,P08238,49,0.5938
oracle,L2,P08246,10,-0.3708
oracle,L2,P08253,25,0.7965
oracle,L2,P08254,16,-0.3371
oracle,L2,P08581,831,0.7131
oracle,L2,P08684,27,-0.1869
oracle,L2,P08908,207,0.5436
oracle,L2,P08912,26,0.3035
oracle,L2,P08922,51,0.4179
oracle,L2,P09237,21,0.4936
oracle,L2,P09238,17,0.3659
oracle,L2,P09382,505,0.8099
oracle,L2,P09619,429,0.8653
oracle,L2,P09874,922,0.8621
oracle,L2,P09917,14,0.4159
oracle,L2,P09960,15,0.5085
oracle,L2,P0A017,20,0.2723
oracle,L2,P0A0K8,26,0.2503
oracle,L2,P0A725,22,0.8298
oracle,L2,P0AES6,25,0.3117
oracle,L2,P0DMS8,50,0.5375
oracle,L2,P0DTD1,1923,0.8156
oracle,L2,P0DUB6,39,0.6108
oracle,L2,P10275,145,0.5029
oracle,L2,P10398,103,0.3452
oracle,L2,P10415,1007,0.8661
oracle,L2,P10721,1122,0.7381
oracle,L2,P11229,24,0.2246
oracle,L2,P11309,66,0.7233
oracle,L2,P11362,501,0.7478
oracle,L2,P11474,199,0.7261
oracle,L2,P11511,17,-0.7836
oracle,L2,P11802,1402,0.8548
oracle,L2,P12931,69,0.4524
oracle,L2,P13569,48,0.5482
oracle,L2,P13866,11,0.3189
oracle,L2,P13995,11,-0.0364
oracle,L2,P14207,22,-0.0749
oracle,L2,P14555,15,-0.5326
oracle,L2,P14618,40,0.6429
oracle,L2,P14756,71,0.7764
oracle,L2,P14780,32,0.7686
oracle,L2,P14867,124,0.6993
oracle,L2,P14902,35,0.3778
oracle,L2,P15056,769,0.8682
oracle,L2,P15428,361,0.5558
oracle,L2,P15559,84,0.0963
oracle,L2,P16050,18,0.4609
oracle,L2,P16234,396,0.7630
oracle,L2,P16591,14,0.4416
oracle,L2,P17252,30,0.4243
oracle,L2,P17516,19,-0.1948
oracle,L2,P17612,15,0.4607
oracle,L2,P17706,90,0.6599
oracle,L2,P17812,272,0.5549
oracle,L2,P17931,899,0.7549
oracle,L2,P18031,258,0.7262
oracle,L2,P18054,35,-0.1822
oracle,L2,P18825,125,0.5329
oracle,L2,P19099,15,0.2484
oracle,L2,P20309,25,-0.0103
oracle,L2,P20618,73,0.1302
oracle,L2,P20831,31,0.2042
oracle,L2,P21397,36,0.4268
oracle,L2,P21554,53,0.5049
oracle,L2,P21589,171,0.7360
oracle,L2,P21728,20,0.0376
oracle,L2,P21802,484,0.7201
oracle,L2,P22303,201,0.7546
oracle,L2,P22413,524,0.7591
oracle,L2,P22455,116,0.7326
oracle,L2,P22518,11,-0.4000
oracle,L2,P22607,384,0.6362
oracle,L2,P22748,17,-0.2416
oracle,L2,P22894,15,0.3579
oracle,L2,P23458,622,0.9084
oracle,L2,P23467,77,0.5507
oracle,L2,P23921,10,0.1046
oracle,L2,P23946,71,0.4653
oracle,L2,P23975,18,-0.2932
oracle,L2,P23977,20,0.7143
oracle,L2,P24941,1629,0.8359
oracle,L2,P25440,32,0.5693
oracle,L2,P25774,33,0.3651
oracle,L2,P27338,124,0.4332
oracle,L2,P27487,116,0.8109
oracle,L2,P28062,24,0.4322
oracle,L2,P28065,27,0.6103
oracle,L2,P28074,325,0.6597
oracle,L2,P28335,296,0.4318
oracle,L2,P28482,665,0.8152
oracle,L2,P28845,15,-0.1758
oracle,L2,P28907,166,0.5696
oracle,L2,P29274,777,0.7357
oracle,L2,P29275,358,0.6748
oracle,L2,P29375,47,0.6584
oracle,L2,P29466,21,0.6652
oracle,L2,P29597,1372,0.5519
oracle,L2,P30291,119,0.7443
oracle,L2,P30530,928,0.7016
oracle,L2,P30542,114,0.6818
oracle,L2,P30559,11,0.3818
oracle,L2,P31153,542,0.8732
oracle,L2,P31391,100,0.7559
oracle,L2,P31639,12,-0.4518
oracle,L2,P31644,359,0.6979
oracle,L2,P31645,109,0.3191
oracle,L2,P31652,49,0.4667
oracle,L2,P31749,213,0.5086
oracle,L2,P31751,118,0.5449
oracle,L2,P32245,208,0.2546
oracle,L2,P32297,12,0.1054
oracle,L2,P33533,27,0.6446
oracle,L2,P33535,42,0.4845
oracle,L2,P33981,49,0.4280
oracle,L2,P34903,65,0.8165
oracle,L2,P34913,62,0.5704
oracle,L2,P34914,198,0.6198
oracle,L2,P34947,44,0.3855
oracle,L2,P34972,63,0.6251
oracle,L2,P35218,17,0.3317
oracle,L2,P35354,99,0.5429
oracle,L2,P35367,34,0.8786
oracle,L2,P35372,197,0.9175
oracle,L2,P35408,48,0.6135
oracle,L2,P35916,71,0.4523
oracle,L2,P35968,927,0.7221
oracle,L2,P36544,21,0.5672
oracle,L2,P36776,88,0.3315
oracle,L2,P36888,506,0.9349
oracle,L2,P36897,277,0.8448
oracle,L2,P37023,16,-0.0735
oracle,L2,P39900,83,0.4357
oracle,L2,P40261,13,-0.0770
oracle,L2,P40337,22,0.2628
oracle,L2,P40763,50,0.5832
oracle,L2,P41143,92,0.9344
oracle,L2,P41144,15,0.2967
oracle,L2,P41145,526,0.7129
oracle,L2,P41146,54,0.5216
oracle,L2,P41182,406,0.7331
oracle,L2,P41240,174,0.6755
oracle,L2,P41594,26,0.3279
oracle,L2,P41595,49,0.4200
oracle,L2,P42330,77,0.6241
oracle,L2,P42336,854,0.8400
oracle,L2,P42338,120,0.4969
oracle,L2,P42345,80,0.6338
oracle,L2,P43116,32,-0.0271
oracle,L2,P43166,39,-0.2322
oracle,L2,P43235,11,-0.0317
oracle,L2,P43405,104,0.6500
oracle,L2,P43490,482,0.5030
oracle,L2,P43681,11,-0.5091
oracle,L2,P45452,35,0.8201
oracle,L2,P45983,28,0.4908
oracle,L2,P45984,54,0.4729
oracle,L2,P47205,147,0.6518
oracle,L2,P47869,184,0.8743
oracle,L2,P47989,14,-0.0374
oracle,L2,P48039,12,-0.2667
oracle,L2,P48729,134,0.6748
oracle,L2,P48730,144,0.5712
oracle,L2,P48735,29,-0.2620
oracle,L2,P48736,223,0.6899
oracle,L2,P49137,13,-0.2893
oracle,L2,P49286,13,-0.4931
oracle,L2,P49327,11,-0.3818
oracle,L2,P49336,35,0.2077
oracle,L2,P49674,13,0.1154
oracle,L2,P49759,134,0.5448
oracle,L2,P49760,257,0.8751
oracle,L2,P49761,138,0.3060
oracle,L2,P49840,1580,0.2669
oracle,L2,P49841,1407,0.5390
oracle,L2,P50053,944,0.7989
oracle,L2,P50406,56,0.3849
oracle,L2,P50613,175,0.8418
oracle,L2,P50750,192,0.7392
oracle,L2,P51449,48,0.3800
oracle,L2,P51531,92,0.3718
oracle,L2,P51532,82,0.2005
oracle,L2,P51617,43,0.0761
oracle,L2,P51813,42,0.8124
oracle,L2,P52333,725,0.8277
oracle,L2,P52895,12,-0.5105
oracle,L2,P53350,107,0.9055
oracle,L2,P53396,59,0.3702
oracle,L2,P53634,415,0.8794
oracle,L2,P53667,62,0.3772
oracle,L2,P53671,66,0.4691
oracle,L2,P53779,65,0.5949
oracle,L2,P54646,14,-0.1034
oracle,L2,P55055,12,-0.3222
oracle,L2,P56373,27,0.4048
oracle,L2,P56524,17,0.1386
oracle,L2,P56817,352,0.8015
oracle,L2,P61073,52,0.4597
oracle,L2,P61964,51,0.6154
oracle,L2,P62813,86,0.5177
oracle,L2,P62937,101,0.6399
oracle,L2,P68400,221,0.7118
oracle,L2,P69996,11,0.5194
oracle,L2,P78527,632,0.5201
oracle,L2,P79208,26,0.2374
oracle,L2,P80192,58,0.7375
oracle,L2,P80457,31,0.3027
oracle,L2,P81908,138,0.7687
oracle,L2,P97321,46,0.4121
oracle,L2,P97612,12,0.2754
oracle,L2,P98170,210,0.5201
oracle,L2,P9WGR1,12,0.3986
oracle,L2,Q00534,1091,0.7809
oracle,L2,Q00535,40,0.5293
oracle,L2,Q00536,34,0.2855
oracle,L2,Q00960,69,0.4198
oracle,L2,Q00987,65,0.3558
oracle,L2,Q01064,694,0.5276
oracle,L2,Q01959,25,0.1139
oracle,L2,Q02127,108,0.7011
oracle,L2,Q02750,13,0.7004
oracle,L2,Q02769,47,0.5966
oracle,L2,Q03111,100,0.4795
oracle,L2,Q04609,101,0.7082
oracle,L2,Q04759,37,0.3751
oracle,L2,Q04771,40,0.3047
oracle,L2,Q04828,18,0.0295
oracle,L2,Q05397,369,0.7503
oracle,L2,Q05941,14,0.0841
oracle,L2,Q06124,487,0.7418
oracle,L2,Q06187,977,0.7334
oracle,L2,Q06418,812,0.8071
oracle,L2,Q07343,188,0.4147
oracle,L2,Q07817,377,0.8397
oracle,L2,Q07820,107,0.7174
oracle,L2,Q07889,591,0.7163
oracle,L2,Q08210,66,0.5997
oracle,L2,Q08345,338,0.6419
oracle,L2,Q08499,214,0.4921
oracle,L2,Q09472,112,0.8022
oracle,L2,Q12851,21,0.2224
oracle,L2,Q12866,875,0.7089
oracle,L2,Q12879,12,-0.0350
oracle,L2,Q12884,122,0.6257
oracle,L2,Q12931,11,-0.8639
oracle,L2,Q13085,23,0.6206
oracle,L2,Q13133,11,0.0820
oracle,L2,Q13153,16,0.7232
oracle,L2,Q13164,15,0.5663
oracle,L2,Q13224,42,0.2995
oracle,L2,Q13315,216,0.5896
oracle,L2,Q13451,28,0.3605
oracle,L2,Q13464,183,0.4972
oracle,L2,Q13489,211,0.6105
oracle,L2,Q13490,211,0.6100
oracle,L2,Q13526,14,-0.2643
oracle,L2,Q13546,588,0.7583
oracle,L2,Q13547,1044,0.7787
oracle,L2,Q13627,462,0.6920
oracle,L2,Q13822,197,0.7125
oracle,L2,Q13946,93,0.3572
oracle,L2,Q14004,42,0.1972
oracle,L2,Q14145,124,0.3769
oracle,L2,Q14432,47,0.5587
oracle,L2,Q14524,36,0.9858
oracle,L2,Q14833,171,0.4452
oracle,L2,Q14994,22,0.1015
oracle,L2,Q15059,37,0.5776
oracle,L2,Q15118,17,0.4105
oracle,L2,Q15119,112,0.4464
oracle,L2,Q15125,177,0.5463
oracle,L2,Q15561,386,0.7276
oracle,L2,Q15858,660,0.9867
oracle,L2,Q15910,735,0.8690
oracle,L2,Q16288,166,0.7010
oracle,L2,Q16539,37,0.4669
oracle,L2,Q16552,262,0.5594
oracle,L2,Q16584,93,0.6791
oracle,L2,Q16602,24,-0.1166
oracle,L2,Q16620,188,0.8314
oracle,L2,Q16678,31,0.0526
oracle,L2,Q16740,32,0.4362
oracle,L2,Q16769,67,0.8459
oracle,L2,Q16790,250,0.7674
oracle,L2,Q16873,11,-0.1182
oracle,L2,Q2M2I8,63,0.6351
oracle,L2,Q32ZE1,150,0.4480
oracle,L2,Q3TBT3,14,0.1298
oracle,L2,Q460N5,24,0.7328
oracle,L2,Q58F21,39,0.5029
oracle,L2,Q5BJF2,110,0.6280
oracle,L2,Q5S007,760,0.7184
oracle,L2,Q5U3Y7,42,0.1802
oracle,L2,Q60492,48,0.5291
oracle,L2,Q63470,13,-0.6354
oracle,L2,Q64610,55,0.4518
oracle,L2,Q6P179,17,-0.2012
oracle,L2,Q6V1X1,69,0.6895
oracle,L2,Q6ZQW0,54,0.0167
oracle,L2,Q72547,64,0.7236
oracle,L2,Q86TI2,56,0.7312
oracle,L2,Q86U44,58,0.2855
oracle,L2,Q86V86,37,0.2227
