model,layer,uniprot,n_molecules,order_used
bindclip_randneg,L1,P51813,764,lmdb
bindclip_randneg,L1,P51955,866,lmdb
bindclip_randneg,L1,P52333,13042,lmdb
bindclip_randneg,L1,P53350,1223,lmdb
bindclip_randneg,L1,P53634,2953,lmdb
bindclip_randneg,L1,P53779,1631,FAIL
bindclip_randneg,L1,P54646,1171,lmdb
bindclip_randneg,L1,P55055,661,FAIL
bindclip_randneg,L1,P56524,1428,lmdb
bindclip_randneg,L1,P56817,13247,lmdb
bindclip_randneg,L1,P61964,867,lmdb
bindclip_randneg,L1,P62937,917,lmdb
bindclip_randneg,L1,P68400,714,FAIL
bindclip_randneg,L1,P78527,509,lmdb
bindclip_randneg,L1,P78540,815,lmdb
bindclip_randneg,L1,P80457,1631,lmdb
bindclip_randneg,L1,Q00534,561,lmdb
bindclip_randneg,L1,Q00535,968,FAIL
bindclip_randneg,L1,Q01650,918,lmdb
bindclip_randneg,L1,Q02127,3766,lmdb
bindclip_randneg,L1,Q02750,713,lmdb
bindclip_randneg,L1,Q03181,764,lmdb
bindclip_randneg,L1,Q04609,1836,lmdb
bindclip_randneg,L1,Q04759,968,lmdb
bindclip_randneg,L1,Q05397,4588,lmdb
bindclip_randneg,L1,Q05586,2240,FAIL
bindclip_randneg,L1,Q06124,1424,lmdb
bindclip_randneg,L1,Q06187,18092,lmdb
bindclip_randneg,L1,Q07343,2396,lmdb
bindclip_randneg,L1,Q07422,612,lmdb
bindclip_randneg,L1,Q07817,709,lmdb
bindclip_randneg,L1,Q07820,2647,lmdb
bindclip_randneg,L1,Q07869,764,lmdb
bindclip_randneg,L1,Q07889,1070,FAIL
bindclip_randneg,L1,Q07912,510,lmdb
bindclip_randneg,L1,Q08345,968,lmdb
bindclip_randneg,L1,Q08499,917,lmdb
bindclip_randneg,L1,Q08881,815,lmdb
bindclip_randneg,L1,Q12866,2292,lmdb
bindclip_randneg,L1,Q12879,865,lmdb
bindclip_randneg,L1,Q12884,2446,lmdb
bindclip_randneg,L1,Q13043,2549,lmdb
bindclip_randneg,L1,Q13085,612,lmdb
bindclip_randneg,L1,Q13131,1326,lmdb
bindclip_randneg,L1,Q13133,815,FAIL
bindclip_randneg,L1,Q13164,815,lmdb
bindclip_randneg,L1,Q13188,2548,lmdb
bindclip_randneg,L1,Q13224,1731,lmdb
bindclip_randneg,L1,Q13315,712,lmdb
bindclip_randneg,L1,Q13464,1119,lmdb
bindclip_randneg,L1,Q13526,1018,lmdb
bindclip_randneg,L1,Q13546,2753,lmdb
bindclip_randneg,L1,Q13547,18393,lmdb
bindclip_randneg,L1,Q13627,5653,lmdb
bindclip_randneg,L1,Q13822,1426,lmdb
bindclip_randneg,L1,Q13946,610,lmdb
bindclip_randneg,L1,Q14145,663,lmdb
bindclip_randneg,L1,Q14289,1018,lmdb
bindclip_randneg,L1,Q15059,2193,lmdb
bindclip_randneg,L1,Q15118,662,lmdb
bindclip_randneg,L1,Q15303,712,lmdb
bindclip_randneg,L1,Q15561,2905,lmdb
bindclip_randneg,L1,Q15910,1581,lmdb
bindclip_randneg,L1,Q16288,1020,lmdb
bindclip_randneg,L1,Q16512,816,lmdb
bindclip_randneg,L1,Q16539,713,FAIL
bindclip_randneg,L1,Q16620,967,lmdb
bindclip_randneg,L1,Q16678,5450,lmdb
bindclip_randneg,L1,Q16769,1375,lmdb
bindclip_randneg,L1,Q16790,10448,FAIL
bindclip_randneg,L1,Q2M2I8,1479,lmdb
bindclip_randneg,L1,Q5S007,1478,lmdb
bindclip_randneg,L1,Q5TCY1,816,lmdb
bindclip_randneg,L1,Q6GI75,816,lmdb
bindclip_randneg,L1,Q6P179,611,lmdb
bindclip_randneg,L1,Q72547,1785,lmdb
bindclip_randneg,L1,Q86W56,2139,lmdb
bindclip_randneg,L1,Q86WV6,1275,lmdb
bindclip_randneg,L1,Q86X55,2446,lmdb
bindclip_randneg,L1,Q86YT5,816,lmdb
bindclip_randneg,L1,Q8IXJ6,1222,lmdb
bindclip_randneg,L1,Q8N1Q1,510,lmdb
bindclip_randneg,L1,Q8N884,713,lmdb
bindclip_randneg,L1,Q8NEB9,663,lmdb
bindclip_randneg,L1,Q8NER1,510,lmdb
bindclip_randneg,L1,Q8R4B8,1018,lmdb
bindclip_randneg,L1,Q8TF76,663,lmdb
bindclip_randneg,L1,Q8WUI4,865,lmdb
bindclip_randneg,L1,Q92769,6469,lmdb
bindclip_randneg,L1,Q92793,612,lmdb
bindclip_randneg,L1,Q92918,8204,lmdb
bindclip_randneg,L1,Q93009,813,lmdb
bindclip_randneg,L1,Q96EB6,561,lmdb
bindclip_randneg,L1,Q96GD4,1224,lmdb
bindclip_randneg,L1,Q96KQ7,1527,lmdb
bindclip_randneg,L1,Q96LA8,611,lmdb
bindclip_randneg,L1,Q96MU7,560,lmdb
bindclip_randneg,L1,Q96P20,1224,lmdb
bindclip_randneg,L1,Q96RI1,660,FAIL
bindclip_randneg,L1,Q96S37,1223,lmdb
bindclip_randneg,L1,Q99640,2291,lmdb
bindclip_randneg,L1,Q99683,815,lmdb
bindclip_randneg,L1,Q99685,560,lmdb
bindclip_randneg,L1,Q99720,3208,lmdb
bindclip_randneg,L1,Q99873,1730,lmdb
bindclip_randneg,L1,Q9BUB5,662,lmdb
bindclip_randneg,L1,Q9BV86,714,lmdb
bindclip_randneg,L1,Q9BY41,5301,lmdb
bindclip_randneg,L1,Q9C0B1,4130,lmdb
bindclip_randneg,L1,Q9GZQ8,916,lmdb
bindclip_randneg,L1,Q9H2K2,1734,lmdb
bindclip_randneg,L1,Q9H999,1428,lmdb
bindclip_randneg,L1,Q9H9B1,916,FAIL
bindclip_randneg,L1,Q9HBH9,612,lmdb
bindclip_randneg,L1,Q9NQS5,663,lmdb
bindclip_randneg,L1,Q9NWZ3,4633,lmdb
bindclip_randneg,L1,Q9NXA8,662,lmdb
bindclip_randneg,L1,Q9NYV4,714,lmdb
bindclip_randneg,L1,Q9NZQ7,4333,lmdb
bindclip_randneg,L1,Q9P1W9,1172,lmdb
bindclip_randneg,L1,Q9P2K8,865,lmdb
bindclip_randneg,L1,Q9UBF8,2191,FAIL
bindclip_randneg,L1,Q9UBN7,21712,lmdb
bindclip_randneg,L1,Q9UDY8,663,lmdb
bindclip_randneg,L1,Q9UGL1,510,lmdb
bindclip_randneg,L1,Q9UGN5,2037,lmdb
bindclip_randneg,L1,Q9UIQ6,1173,lmdb
bindclip_randneg,L1,Q9UKE5,663,lmdb
bindclip_randneg,L1,Q9ULX7,1224,lmdb
bindclip_randneg,L1,Q9UM73,2141,lmdb
bindclip_randneg,L1,Q9UQB9,510,lmdb
bindclip_randneg,L1,Q9UQD0,765,lmdb
bindclip_randneg,L1,Q9Y233,2140,lmdb
bindclip_randneg,L1,Q9Y2K2,1935,lmdb
bindclip_randneg,L1,Q9Y2R2,611,lmdb
bindclip_randneg,L1,Q9Y463,1224,lmdb
bindclip_randneg,L1,Q9Y5Y9,2088,lmdb
bindclip_randneg,L1,Q9Y5Z0,11569,lmdb
bindclip_randneg,L2,C7C422,3720,FAIL
bindclip_randneg,L2,I6YFP0,559,lmdb
bindclip_randneg,L2,O00141,1733,lmdb
bindclip_randneg,L2,O00255,20330,lmdb
bindclip_randneg,L2,O00329,41723,FAIL
bindclip_randneg,L2,O00444,1835,lmdb
bindclip_randneg,L2,O00763,2345,lmdb
bindclip_randneg,L2,O14684,6371,lmdb
bindclip_randneg,L2,O14733,815,lmdb
bindclip_randneg,L2,O14744,41468,lmdb
bindclip_randneg,L2,O14757,9683,lmdb
bindclip_randneg,L2,O14842,918,lmdb
bindclip_randneg,L2,O14965,2597,lmdb
bindclip_randneg,L2,O14976,1680,lmdb
bindclip_randneg,L2,O15151,561,lmdb
bindclip_randneg,L2,O15379,21046,lmdb
bindclip_randneg,L2,O43318,765,lmdb
bindclip_randneg,L2,O43353,15132,lmdb
bindclip_randneg,L2,O43497,7896,lmdb
bindclip_randneg,L2,O43570,12175,lmdb
bindclip_randneg,L2,O43613,5042,lmdb
bindclip_randneg,L2,O43614,7392,lmdb
bindclip_randneg,L2,O43924,713,lmdb
bindclip_randneg,L2,O60341,41115,lmdb
bindclip_randneg,L2,O60502,15337,lmdb
bindclip_randneg,L2,O60674,38669,lmdb
bindclip_randneg,L2,O60760,1581,lmdb
bindclip_randneg,L2,O60885,29355,lmdb
bindclip_randneg,L2,O75116,15337,lmdb
bindclip_randneg,L2,O75173,4228,lmdb
bindclip_randneg,L2,O75385,20778,lmdb
bindclip_randneg,L2,O75417,96122,lmdb
bindclip_randneg,L2,O75460,14163,lmdb
bindclip_randneg,L2,O75762,12266,lmdb
bindclip_randneg,L2,O75874,3059,lmdb
bindclip_randneg,L2,O75936,1171,lmdb
bindclip_randneg,L2,O76074,1427,lmdb
bindclip_randneg,L2,O76083,8151,lmdb
bindclip_randneg,L2,O95271,2804,lmdb
bindclip_randneg,L2,O95497,6012,lmdb
bindclip_randneg,L2,O95819,3364,lmdb
bindclip_randneg,L2,O96013,1782,lmdb
bindclip_randneg,L2,O96017,3312,lmdb
bindclip_randneg,L2,O96028,3923,lmdb
bindclip_randneg,L2,P00338,5148,lmdb
bindclip_randneg,L2,P00519,14973,lmdb
bindclip_randneg,L2,P00533,104283,lmdb
bindclip_randneg,L2,P00734,3669,lmdb
bindclip_randneg,L2,P00742,3362,lmdb
bindclip_randneg,L2,P00746,18546,lmdb
bindclip_randneg,L2,P00748,1578,lmdb
bindclip_randneg,L2,P00751,7433,FAIL
bindclip_randneg,L2,P00797,1884,lmdb
bindclip_randneg,L2,P00915,11360,lmdb
bindclip_randneg,L2,P00918,17323,lmdb
bindclip_randneg,L2,P01116,145493,FAIL
bindclip_randneg,L2,P01375,1071,lmdb
bindclip_randneg,L2,P02753,1172,lmdb
bindclip_randneg,L2,P03372,11108,lmdb
bindclip_randneg,L2,P03951,5146,lmdb
bindclip_randneg,L2,P03952,6621,lmdb
bindclip_randneg,L2,P04049,33417,FAIL
bindclip_randneg,L2,P04150,14570,lmdb
bindclip_randneg,L2,P04293,18090,lmdb
bindclip_randneg,L2,P04585,712,lmdb
bindclip_randneg,L2,P04626,51136,lmdb
bindclip_randneg,L2,P04629,30457,lmdb
bindclip_randneg,L2,P04798,1734,lmdb
bindclip_randneg,L2,P04818,1326,lmdb
bindclip_randneg,L2,P05089,663,lmdb
bindclip_randneg,L2,P05177,1833,lmdb
bindclip_randneg,L2,P05981,714,lmdb
bindclip_randneg,L2,P06239,36427,lmdb
bindclip_randneg,L2,P06241,2753,lmdb
bindclip_randneg,L2,P06276,7078,lmdb
bindclip_randneg,L2,P06401,1018,lmdb
bindclip_randneg,L2,P06493,9483,FAIL
bindclip_randneg,L2,P06730,1171,lmdb
bindclip_randneg,L2,P06935,4587,lmdb
bindclip_randneg,L2,P07333,39376,lmdb
bindclip_randneg,L2,P07711,5750,lmdb
bindclip_randneg,L2,P07858,1477,lmdb
bindclip_randneg,L2,P07900,1783,lmdb
bindclip_randneg,L2,P07948,510,lmdb
bindclip_randneg,L2,P07949,13407,lmdb
bindclip_randneg,L2,P08069,18295,lmdb
bindclip_randneg,L2,P08172,2446,lmdb
bindclip_randneg,L2,P08173,3974,lmdb
bindclip_randneg,L2,P08183,1326,lmdb
bindclip_randneg,L2,P08238,2495,lmdb
bindclip_randneg,L2,P08246,509,lmdb
bindclip_randneg,L2,P08253,1274,lmdb
bindclip_randneg,L2,P08254,816,lmdb
bindclip_randneg,L2,P08581,42337,lmdb
bindclip_randneg,L2,P08684,1376,lmdb
bindclip_randneg,L2,P08908,10550,lmdb
bindclip_randneg,L2,P08912,1325,lmdb
bindclip_randneg,L2,P08922,2598,lmdb
bindclip_randneg,L2,P09237,1070,lmdb
bindclip_randneg,L2,P09238,866,lmdb
bindclip_randneg,L2,P09382,25723,lmdb
bindclip_randneg,L2,P09874,46976,lmdb
bindclip_randneg,L2,P09917,712,lmdb
bindclip_randneg,L2,P09960,764,lmdb
bindclip_randneg,L2,P0A017,1019,lmdb
bindclip_randneg,L2,P0A0K8,1326,lmdb
bindclip_randneg,L2,P0A725,1120,lmdb
bindclip_randneg,L2,P0AES6,1274,lmdb
bindclip_randneg,L2,P0DMS8,2549,lmdb
bindclip_randneg,L2,P0DTD1,97973,lmdb
bindclip_randneg,L2,P0DUB6,1989,lmdb
bindclip_randneg,L2,P10275,7384,FAIL
bindclip_randneg,L2,P10398,5246,lmdb
bindclip_randneg,L2,P10415,51307,FAIL
bindclip_randneg,L2,P10721,57170,lmdb
bindclip_randneg,L2,P11229,1221,lmdb
bindclip_randneg,L2,P11309,3363,lmdb
bindclip_randneg,L2,P11362,25524,lmdb
bindclip_randneg,L2,P11474,10140,lmdb
bindclip_randneg,L2,P11511,867,lmdb
bindclip_randneg,L2,P11802,71420,lmdb
bindclip_randneg,L2,P12931,3512,lmdb
bindclip_randneg,L2,P13569,2446,lmdb
bindclip_randneg,L2,P13866,560,lmdb
bindclip_randneg,L2,P13995,560,lmdb
bindclip_randneg,L2,P14207,1120,lmdb
bindclip_randneg,L2,P14555,763,FAIL
bindclip_randneg,L2,P14618,2038,lmdb
bindclip_randneg,L2,P14756,3620,lmdb
bindclip_randneg,L2,P14780,1629,lmdb
bindclip_randneg,L2,P14867,6316,lmdb
bindclip_randneg,L2,P14902,1782,lmdb
bindclip_randneg,L2,P15056,39182,lmdb
bindclip_randneg,L2,P15428,18398,lmdb
bindclip_randneg,L2,P15559,4274,lmdb
bindclip_randneg,L2,P16234,20178,lmdb
bindclip_randneg,L2,P17252,1529,lmdb
bindclip_randneg,L2,P17516,969,lmdb
bindclip_randneg,L2,P17612,764,lmdb
bindclip_randneg,L2,P17706,4585,lmdb
bindclip_randneg,L2,P17812,13850,FAIL
bindclip_randneg,L2,P17931,45798,lmdb
bindclip_randneg,L2,P18031,13142,lmdb
bindclip_randneg,L2,P18054,1784,lmdb
bindclip_randneg,L2,P18825,6367,lmdb
bindclip_randneg,L2,P19099,764,lmdb
bindclip_randneg,L2,P20309,1270,lmdb
bindclip_randneg,L2,P20618,3717,lmdb
bindclip_randneg,L2,P20831,1577,lmdb
bindclip_randneg,L2,P21397,1835,lmdb
bindclip_randneg,L2,P21554,2699,lmdb
bindclip_randneg,L2,P21589,8710,lmdb
bindclip_randneg,L2,P21728,1019,lmdb
bindclip_randneg,L2,P21802,24657,lmdb
bindclip_randneg,L2,P22303,10246,FAIL
bindclip_randneg,L2,P22413,26696,lmdb
bindclip_randneg,L2,P22455,5910,lmdb
bindclip_randneg,L2,P22607,19564,lmdb
bindclip_randneg,L2,P22748,867,lmdb
bindclip_randneg,L2,P22894,764,lmdb
bindclip_randneg,L2,P23458,31688,lmdb
bindclip_randneg,L2,P23467,3924,lmdb
bindclip_randneg,L2,P23921,510,lmdb
bindclip_randneg,L2,P23946,3616,lmdb
bindclip_randneg,L2,P23975,917,lmdb
bindclip_randneg,L2,P24941,82991,lmdb
bindclip_randneg,L2,P25440,1629,lmdb
bindclip_randneg,L2,P25774,1679,lmdb
bindclip_randneg,L2,P27338,6319,lmdb
bindclip_randneg,L2,P27487,5907,lmdb
bindclip_randneg,L2,P28062,1223,lmdb
bindclip_randneg,L2,P28065,1377,lmdb
bindclip_randneg,L2,P28074,16559,lmdb
bindclip_randneg,L2,P28335,15080,lmdb
bindclip_randneg,L2,P28482,33886,lmdb
bindclip_randneg,L2,P28845,765,lmdb
bindclip_randneg,L2,P28907,8453,lmdb
bindclip_randneg,L2,P29274,39590,lmdb
bindclip_randneg,L2,P29275,18241,lmdb
bindclip_randneg,L2,P29375,2394,lmdb
bindclip_randneg,L2,P29466,1070,lmdb
bindclip_randneg,L2,P29597,69898,FAIL
bindclip_randneg,L2,P30291,6062,lmdb
bindclip_randneg,L2,P30530,47280,lmdb
bindclip_randneg,L2,P30542,5806,lmdb
bindclip_randneg,L2,P30559,561,lmdb
bindclip_randneg,L2,P31153,27616,lmdb
bindclip_randneg,L2,P31391,5094,lmdb
bindclip_randneg,L2,P31639,611,lmdb
bindclip_randneg,L2,P31644,18297,lmdb
bindclip_randneg,L2,P31645,5556,lmdb
bindclip_randneg,L2,P31749,10852,lmdb
bindclip_randneg,L2,P31751,6010,lmdb
bindclip_randneg,L2,P32245,10596,lmdb
bindclip_randneg,L2,P32297,612,lmdb
bindclip_randneg,L2,P33981,2496,lmdb
bindclip_randneg,L2,P34913,3152,FAIL
bindclip_randneg,L2,P34914,10091,lmdb
bindclip_randneg,L2,P34947,2241,lmdb
bindclip_randneg,L2,P34972,3207,lmdb
bindclip_randneg,L2,P35354,5044,lmdb
bindclip_randneg,L2,P35367,1733,lmdb
bindclip_randneg,L2,P35372,10037,FAIL
bindclip_randneg,L2,P35408,2447,lmdb
bindclip_randneg,L2,P35968,47227,lmdb
bindclip_randneg,L2,P36544,1070,lmdb
bindclip_randneg,L2,P36776,4486,lmdb
bindclip_randneg,L2,P36888,25776,lmdb
bindclip_randneg,L2,P36897,14113,lmdb
bindclip_randneg,L2,P37023,816,lmdb
bindclip_randneg,L2,P39900,4225,lmdb
bindclip_randneg,L2,P40261,663,lmdb
bindclip_randneg,L2,P40337,1119,lmdb
bindclip_randneg,L2,P40763,2548,lmdb
bindclip_randneg,L2,P41143,4686,FAIL
bindclip_randneg,L2,P41145,26801,FAIL
bindclip_randneg,L2,P41146,2753,lmdb
bindclip_randneg,L2,P41182,20687,lmdb
bindclip_randneg,L2,P41240,8869,lmdb
bindclip_randneg,L2,P41594,1325,lmdb
bindclip_randneg,L2,P41595,2494,lmdb
bindclip_randneg,L2,P42330,3922,lmdb
bindclip_randneg,L2,P42336,43501,lmdb
bindclip_randneg,L2,P42345,4076,lmdb
bindclip_randneg,L2,P43116,1629,FAIL
bindclip_randneg,L2,P43166,1987,lmdb
bindclip_randneg,L2,P43235,561,lmdb
bindclip_randneg,L2,P43405,5299,lmdb
bindclip_randneg,L2,P43490,24555,lmdb
bindclip_randneg,L2,P43681,561,FAIL
bindclip_randneg,L2,P45452,1782,lmdb
bindclip_randneg,L2,P45983,1426,lmdb
bindclip_randneg,L2,P45984,2752,lmdb
bindclip_randneg,L2,P47205,7491,lmdb
bindclip_randneg,L2,P47989,714,lmdb
bindclip_randneg,L2,P48039,612,lmdb
bindclip_randneg,L2,P48729,6825,lmdb
bindclip_randneg,L2,P48730,7335,lmdb
bindclip_randneg,L2,P48735,1474,lmdb
bindclip_randneg,L2,P48736,11356,lmdb
bindclip_randneg,L2,P49137,662,lmdb
bindclip_randneg,L2,P49286,663,lmdb
bindclip_randneg,L2,P49327,559,lmdb
bindclip_randneg,L2,P49336,1783,lmdb
bindclip_randneg,L2,P49674,663,lmdb
bindclip_randneg,L2,P49759,6828,lmdb
bindclip_randneg,L2,P49760,13097,lmdb
bindclip_randneg,L2,P49761,7026,lmdb
bindclip_randneg,L2,P49840,80490,FAIL
bindclip_randneg,L2,P49841,71681,lmdb
bindclip_randneg,L2,P50053,48095,lmdb
bindclip_randneg,L2,P50406,2851,lmdb
bindclip_randneg,L2,P50613,8912,lmdb
bindclip_randneg,L2,P50750,9773,FAIL
bindclip_randneg,L2,P51449,2444,lmdb
bindclip_randneg,L2,P51531,4686,lmdb
bindclip_randneg,L2,P51532,4181,lmdb
bindclip_randneg,L2,P51617,2191,lmdb
bindclip_randneg,L2,P51813,2139,lmdb
bindclip_randneg,L2,P52333,36948,lmdb
bindclip_randneg,L2,P52895,612,lmdb
bindclip_randneg,L2,P53350,5449,lmdb
bindclip_randneg,L2,P53396,3008,lmdb
bindclip_randneg,L2,P53634,21144,lmdb
bindclip_randneg,L2,P53667,3159,lmdb
bindclip_randneg,L2,P53671,3363,lmdb
bindclip_randneg,L2,P53779,3310,lmdb
bindclip_randneg,L2,P54646,712,lmdb
bindclip_randneg,L2,P55055,611,lmdb
bindclip_randneg,L2,P56373,1377,lmdb
bindclip_randneg,L2,P56524,866,lmdb
bindclip_randneg,L2,P56817,17932,lmdb
bindclip_randneg,L2,P61073,2651,lmdb
bindclip_randneg,L2,P61964,2599,lmdb
bindclip_randneg,L2,P62937,5143,FAIL
bindclip_randneg,L2,P68400,11258,lmdb
bindclip_randneg,L2,P69996,560,lmdb
bindclip_randneg,L2,P78527,32194,lmdb
bindclip_randneg,L2,P80192,2956,lmdb
bindclip_randneg,L2,P80457,1581,lmdb
bindclip_randneg,L2,P97612,611,lmdb
bindclip_randneg,L2,P98170,10684,FAIL
bindclip_randneg,L2,P9WGR1,608,lmdb
bindclip_randneg,L2,Q00534,55593,FAIL
bindclip_randneg,L2,Q00535,2037,lmdb
bindclip_randneg,L2,Q00536,1731,lmdb
bindclip_randneg,L2,Q00960,3516,lmdb
bindclip_randneg,L2,Q00987,3311,lmdb
bindclip_randneg,L2,Q01064,35350,lmdb
bindclip_randneg,L2,Q01959,1274,lmdb
bindclip_randneg,L2,Q02127,5506,lmdb
bindclip_randneg,L2,Q02750,662,lmdb
bindclip_randneg,L2,Q03111,5092,lmdb
bindclip_randneg,L2,Q04609,5146,FAIL
bindclip_randneg,L2,Q04759,1887,lmdb
bindclip_randneg,L2,Q04771,2038,lmdb
bindclip_randneg,L2,Q04828,916,lmdb
bindclip_randneg,L2,Q05397,18797,lmdb
bindclip_randneg,L2,Q06124,24805,lmdb
bindclip_randneg,L2,Q06187,49767,lmdb
bindclip_randneg,L2,Q07343,9576,lmdb
bindclip_randneg,L2,Q07817,19209,lmdb
bindclip_randneg,L2,Q07820,5455,lmdb
bindclip_randneg,L2,Q07889,30112,FAIL
bindclip_randneg,L2,Q08210,3364,lmdb
bindclip_randneg,L2,Q08345,17215,lmdb
bindclip_randneg,L2,Q08499,10902,lmdb
bindclip_randneg,L2,Q09472,5707,lmdb
bindclip_randneg,L2,Q12866,44573,lmdb
bindclip_randneg,L2,Q12879,611,lmdb
bindclip_randneg,L2,Q12884,6214,FAIL
bindclip_randneg,L2,Q12931,561,lmdb
bindclip_randneg,L2,Q13043,765,lmdb
bindclip_randneg,L2,Q13085,1172,lmdb
bindclip_randneg,L2,Q13133,560,lmdb
bindclip_randneg,L2,Q13153,813,lmdb
bindclip_randneg,L2,Q13164,764,lmdb
bindclip_randneg,L2,Q13224,2138,lmdb
bindclip_randneg,L2,Q13315,10998,lmdb
bindclip_randneg,L2,Q13451,1425,lmdb
bindclip_randneg,L2,Q13464,9325,lmdb
bindclip_randneg,L2,Q13490,10738,FAIL
bindclip_randneg,L2,Q13526,714,lmdb
bindclip_randneg,L2,Q13546,29958,lmdb
bindclip_randneg,L2,Q13547,53195,lmdb
bindclip_randneg,L2,Q13627,23539,lmdb
bindclip_randneg,L2,Q13822,10035,lmdb
bindclip_randneg,L2,Q13946,4740,lmdb
bindclip_randneg,L2,Q14004,2138,lmdb
bindclip_randneg,L2,Q14145,6319,lmdb
bindclip_randneg,L2,Q14432,2393,lmdb
bindclip_randneg,L2,Q14524,1834,lmdb
bindclip_randneg,L2,Q14833,8712,lmdb
bindclip_randneg,L2,Q14994,1122,lmdb
bindclip_randneg,L2,Q15059,1886,lmdb
bindclip_randneg,L2,Q15118,866,lmdb
bindclip_randneg,L2,Q15119,5659,FAIL
bindclip_randneg,L2,Q15125,9017,lmdb
bindclip_randneg,L2,Q15561,19666,lmdb
bindclip_randneg,L2,Q15858,33625,lmdb
bindclip_randneg,L2,Q15910,37453,lmdb
bindclip_randneg,L2,Q16288,8460,lmdb
bindclip_randneg,L2,Q16539,1886,lmdb
bindclip_randneg,L2,Q16552,13346,lmdb
bindclip_randneg,L2,Q16602,1222,lmdb
bindclip_randneg,L2,Q16620,9586,lmdb
bindclip_randneg,L2,Q16678,1578,lmdb
bindclip_randneg,L2,Q16740,1631,lmdb
bindclip_randneg,L2,Q16769,3416,lmdb
bindclip_randneg,L2,Q16790,12738,lmdb
bindclip_randneg,L2,Q16873,560,lmdb
bindclip_randneg,L2,Q2M2I8,3212,lmdb
bindclip_randneg,L2,Q32ZE1,7646,lmdb
bindclip_randneg,L2,Q3TBT3,713,lmdb
bindclip_randneg,L2,Q460N5,1224,lmdb
bindclip_randneg,L2,Q58F21,1988,lmdb
bindclip_randneg,L2,Q5S007,38710,FAIL
bindclip_randneg,L2,Q64610,2800,lmdb
bindclip_randneg,L2,Q6P179,866,lmdb
bindclip_randneg,L2,Q6V1X1,3513,lmdb
bindclip_randneg,L2,Q72547,3259,lmdb
bindclip_randneg,L2,Q86TI2,2851,lmdb
bindclip_randneg,L2,Q86U44,2952,lmdb
bindclip_randneg,L2,Q86W56,17373,lmdb
bindclip_randneg,L2,Q86WV6,8664,lmdb
bindclip_randneg,L2,Q86X55,2392,lmdb
bindclip_randneg,L2,Q8IVH8,16916,lmdb
bindclip_randneg,L2,Q8IXJ6,866,lmdb
bindclip_randneg,L2,Q8IYT8,561,lmdb
bindclip_randneg,L2,Q8N884,15690,lmdb
bindclip_randneg,L2,Q8NEB9,2906,lmdb
bindclip_randneg,L2,Q8NER1,2241,lmdb
bindclip_randneg,L2,Q8NET8,15076,lmdb
bindclip_randneg,L2,Q8NFU5,3361,lmdb
bindclip_randneg,L2,Q8NI77,55528,lmdb
bindclip_randneg,L2,Q8R4B8,2954,lmdb
bindclip_randneg,L2,Q8TDV5,1527,lmdb
bindclip_randneg,L2,Q8TF76,1886,lmdb
bindclip_randneg,L2,Q92633,28537,lmdb
bindclip_randneg,L2,Q92769,17222,lmdb
bindclip_randneg,L2,Q92793,22264,lmdb
bindclip_randneg,L2,Q92831,2091,lmdb
bindclip_randneg,L2,Q92918,115706,lmdb
bindclip_randneg,L2,Q92993,4737,lmdb
bindclip_randneg,L2,Q93009,14926,lmdb
bindclip_randneg,L2,Q96GG9,25985,lmdb
bindclip_randneg,L2,Q96KQ7,1733,lmdb
bindclip_randneg,L2,Q96P20,22618,lmdb
bindclip_randneg,L2,Q96RI1,3107,lmdb
bindclip_randneg,L2,Q96S37,1529,lmdb
bindclip_randneg,L2,Q96SW2,34286,lmdb
bindclip_randneg,L2,Q99558,2802,lmdb
bindclip_randneg,L2,Q99571,2498,lmdb
bindclip_randneg,L2,Q99572,1377,lmdb
bindclip_randneg,L2,Q99640,14564,lmdb
bindclip_randneg,L2,Q99683,3871,lmdb
bindclip_randneg,L2,Q99685,19364,lmdb
bindclip_randneg,L2,Q99720,2141,lmdb
bindclip_randneg,L2,Q99814,5810,lmdb
bindclip_randneg,L2,Q99873,1527,lmdb
bindclip_randneg,L2,Q9BUB5,5908,lmdb
bindclip_randneg,L2,Q9BY41,20024,lmdb
bindclip_randneg,L2,Q9BZP6,662,lmdb
bindclip_randneg,L2,Q9C0B1,1528,lmdb
bindclip_randneg,L2,Q9GZT9,3973,lmdb
bindclip_randneg,L2,Q9H2K2,4073,lmdb
bindclip_randneg,L2,Q9H3N8,2802,lmdb
bindclip_randneg,L2,Q9H7B4,1274,lmdb
bindclip_randneg,L2,Q9H8M2,19914,lmdb
bindclip_randneg,L2,Q9H999,4127,lmdb
bindclip_randneg,L2,Q9HAZ1,6878,lmdb
bindclip_randneg,L2,Q9HBH9,5299,lmdb
bindclip_randneg,L2,Q9NQS5,2346,lmdb
bindclip_randneg,L2,Q9NR48,1784,lmdb
bindclip_randneg,L2,Q9NR97,2955,lmdb
bindclip_randneg,L2,Q9NSY1,3462,lmdb
bindclip_randneg,L2,Q9NWZ3,74282,lmdb
bindclip_randneg,L2,Q9NXS2,2088,lmdb
bindclip_randneg,L2,Q9NYL2,612,lmdb
bindclip_randneg,L2,Q9NYV4,14369,lmdb
bindclip_randneg,L2,Q9NZQ7,44625,lmdb
bindclip_randneg,L2,Q9P1W9,967,lmdb
bindclip_randneg,L2,Q9P2K8,4377,lmdb
bindclip_randneg,L2,Q9UBF8,1326,lmdb
bindclip_randneg,L2,Q9UBN7,71377,FAIL
